date,samsung_price,samsung_change,up_count,down_count,title
2021-04-04,84800,0.00%,0,0,"삼성전자, ‘갤럭시 버즈 프로 with 아디다스 오리지널스 스페셜 팩’ 한정 판매"
2021-04-02,84800,2.29%,7,2,
2021-04-01,82900,1.84%,10,5,
2021-03-31,81400,-0.97%,10,1,"삼성전자, ‘비스포크 인덕션’ 신제품 출시"
2021-03-30,82200,0.74%,3,0,
2021-03-29,81600,0.12%,7,1,"[양성평등 기업을 찾아] 삼성전자, 10년간 여성 임원 비중 9배 증가"
2021-03-28,81500,0.00%,0,0,
2021-03-26,81500,0.37%,4,3,
2021-03-25,81200,0.25%,7,2,"삼성전자, 업계 최초 HKMG 공정 적용 고용량 DDR5 메모리 개발"
2021-03-25,81200,0.25%,7,2,"삼성전자, 동남아 시장서 ‘Neo QLED’ 본격 판매 개시"
2021-03-24,81000,-0.98%,9,6,"삼성전자, ‘비스포크 제트’ 무선청소기 선보여"
2021-03-23,81800,-0.24%,5,7,"에스티씨랩, 삼성전자 온라인스토어에 토종 SW ‘넷퍼넬’ 공급"
2021-03-23,81800,-0.24%,5,7,"삼성전자, 일본 최대 통신사업자 NTT도코모와 5G 이동통신 장비 공급 계약 체결"
2021-03-23,81800,-0.24%,5,7,"삼성전자, 일본 최대 통신사업자 NTT도코모와 5G 이동통신 장비 공급 계약 체결"
2021-03-22,82000,0.12%,10,0,"삼성전자, ‘비스포크 정수기’ 출시"
2021-03-21,81900,0.00%,0,0,"삼성전자, 사무 환경에 최적화된 2021년형 고해상도 모니터 풀라인업 출시"
2021-03-19,81900,-1.21%,6,3,"삼성전자, 동남아 시장서 ‘그랑데 AI’ 세탁기 본격 판매"
2021-03-18,82900,0.73%,3,3,[삼성전자] 코로나 집콕시대…TV 한대면 거실이 미술관이자 헬스장
2021-03-17,82300,-0.60%,7,3,
2021-03-16,82800,1.22%,9,3,"삼성전자, 캐나다 이동통신사업자 사스크텔에 5G·4G 이동통신장비 단독 공급"
2021-03-15,81800,-1.21%,5,5,
2021-03-14,82800,0.00%,0,0,
2021-03-12,82800,0.98%,8,3,
2021-03-11,82000,1.36%,6,4,"삼성전자, ‘갤럭시 A32’ 12일 출시"
2021-03-10,80900,-0.61%,12,6,"삼성전자, 성능과 가격 모두 잡은 ‘NVMe SSD 980’ 출시"
2021-03-09,81400,-0.73%,13,10,"삼성전자, ‘비스포크 홈’ 전격 공개"
2021-03-09,81400,-0.73%,13,10,"삼성전자, 360가지 맞춤형 색상 ‘비스포크 냉장고’ 신제품 출시"
2021-03-08,82000,-0.12%,5,3,
2021-03-07,82100,0.00%,0,0,"삼성전자, ‘갤럭시 A42 5G’ 12일 출시"
2021-03-05,82100,-0.36%,4,6,
2021-03-04,82400,-1.90%,15,10,"삼성전자, 카카오엔터프라이즈와 손잡고 AI 기반 스마트홈 강화"
2021-03-03,84000,0.48%,2,1,"삼성전자, 새로운 라이프의 중심 ‘Neo QLED’ 출시"
2021-03-02,83600,1.33%,12,5,
2021-03-01,82500,0.00%,0,0,
2021-02-26,82500,-3.28%,10,13,
2021-02-25,85300,4.02%,12,5,"[삼성전자] 비스포크, 우리집을 나답게 바꾸다"
2021-02-24,82000,0.00%,16,5,"삼성전자, 데이터센터 전용 고성능 SSD 양산"
2021-02-24,82000,0.00%,16,5,삼성전자-코로나 위기 속 끊임없는 기술 혁신…반도체·AI·5G 등 경쟁력 강화
2021-02-24,82000,0.00%,16,5,"[ESG 경영] 삼성전자, 반도체 업계 최초 ‘물 사용량 저감’ 인증"
2021-02-23,82000,-0.24%,6,1,"삼성전자, 사람 눈과 더욱 가까워진 이미지 센서 ‘아이소셀 GN2’ 출시"
2021-02-22,82200,-0.48%,6,2,"삼성전자, ‘Neo QLED’ 독일서 TV 평가 역대 최고점 경신"
2021-02-21,82600,0.00%,0,0,
2021-02-19,82600,0.61%,9,14,
2021-02-18,82100,-1.32%,4,8,
2021-02-17,83200,-2.00%,23,14,"삼성전자, 스마트 주문·결제 솔루션 ‘삼성 키오스크’ 출시"
2021-02-17,83200,-2.00%,23,14,"삼성전자, 세계 최초 인공지능 HBM-PIM 개발"
2021-02-16,84900,0.83%,21,7,
2021-02-15,84200,3.19%,20,7,
2021-02-14,81600,0.00%,0,0,"삼성전자, Neo QLED 전 라인업 게임 기능 대폭 강화"
2021-02-10,81600,-1.33%,13,13,
2021-02-09,82700,-0.36%,11,6,
2021-02-08,83000,-0.60%,10,6,"삼성전자, 더 크고 똑똑해진 ‘뉴 그랑데 AI’ 선보여"
2021-02-07,83500,0.00%,0,0,"삼성전자, 비스포크 가전 100만대 출하 기념 ‘비스포크 페스티벌’"
2021-02-07,83500,0.00%,0,0,"“성능과 실속 모두 갖췄다” 삼성전자, ‘갤럭시 A12’ 9일 출시"
2021-02-05,83500,1.21%,11,1,[분양 Focus] 삼성전자 인근 영국 테마 패밀리 스트리트몰
2021-02-04,82500,-2.48%,20,8,
2021-02-03,84600,0.24%,12,4,
2021-02-02,84400,1.69%,18,10,"삼성전자, ‘비스포크 에어드레서’ 출시"
2021-02-01,83000,1.22%,10,6,
2021-01-31,82000,0.00%,1,0,
2021-01-29,82000,-2.03%,25,15,"삼성전자, ‘갤럭시 S21’ 시리즈 전 세계 본격 출시"
2021-01-28,83700,-2.22%,16,23,"삼성전자, 2020년 4분기 실적 발표"
2021-01-28,83700,-2.22%,16,23,"삼성전자, 2021~2023년 주주환원정책 발표"
2021-01-27,85600,-1.27%,13,13,"삼성전자, 혈압·심전도 측정 지원 ‘삼성 헬스 모니터’ 앱 31개국 신규 진출"
2021-01-26,86700,-3.02%,26,10,
2021-01-25,89400,3.00%,24,6,"[신년사로 본 2021] 삼성전자, 혁신 리더십으로 업계 판도 주도"
2021-01-24,86800,0.00%,0,0,"삼성전자, ‘비스포크’ 무풍에어컨 공개"
2021-01-22,86800,-1.48%,19,6,"삼성전자, 5G 이동통신장비 국제 보안 인증 획득"
2021-01-21,88100,1.03%,16,6,
2021-01-20,87200,0.23%,15,6,"삼성전자, 소비자용 SSD ‘870 EVO’ 글로벌 출시"
2021-01-19,87000,2.35%,32,19,
2021-01-18,85000,-3.41%,27,28,"삼성전자, ‘갤럭시 스마트태그’ 출시"
2021-01-17,88000,0.00%,0,0,
2021-01-15,88000,-1.90%,29,12,"삼성전자, 업계 최초 무풍 시스템에어컨 홈쇼핑 판매 실시"
2021-01-15,88000,-1.90%,29,12,"삼성전자, 1억800만화소 프리미엄 이미지센서 ‘아이소셀 HM3’ 출시"
2021-01-15,88000,-1.90%,29,12,"삼성전자, ‘갤럭시 S21’ 3종 전격 공개"
2021-01-15,88000,-1.90%,29,12,"삼성전자, ‘갤럭시 버즈 프로’ 출시"
2021-01-14,89700,0.00%,28,9,‘삼성전자 세일 페스타’ 소비자들의 뜨거운 성원으로 인기 고공 행진 “새해 첫 대규모 가전 축제 통했다”
2021-01-13,89700,-0.99%,38,20,
2021-01-12,90600,-0.44%,51,32,"삼성전자, 5G 통합 프리미엄 모바일AP ‘엑시노스 2100’ 출시"
2021-01-11,91000,2.48%,73,18,"삼성전자, CES 2021서 AI 솔루션 탑재한 로봇청소기 ‘제트봇 AI’ 공개"
2021-01-10,88800,0.00%,0,0,"삼성전자, 친환경 영상 디스플레이 제품 확대"
2021-01-08,88800,7.12%,20,9,"삼성전자, 2020년 4분기 잠정실적 발표"
2021-01-07,82900,0.85%,13,13,
2021-01-06,82200,-2.03%,15,9,"삼성전자, ‘삼성 헬스’ 걸음 수 도전 기능 업그레이드"
2021-01-05,83900,1.08%,22,5,"삼성전자, ‘비스포크’ 냉장고 CES 2021에 선보이며 미국 시장 전격 도입"
2021-01-05,83900,1.08%,22,5,"삼성전자, ‘갤럭시 캠퍼스 스토어’ 오픈"
2021-01-04,83000,2.47%,19,10,"삼성전자, 에너지 소비효율 1등급 상업용 에어컨 확대"
